uniprot_id,gene,length,llps_score,prediction,in_training
Q14642,INPP5A,412,0.0658,LLPS-,novel
P09326,CD48,243,0.0658,LLPS-,novel
Q7RTT9,SLC29A4,530,0.0658,LLPS-,novel
Q99873,PRMT1,371,0.0658,LLPS-,novel
P49223,SPINT3,89,0.0658,LLPS-,novel
Q5SVJ3,SPMIP3,147,0.0658,LLPS-,novel
P63096,GNAI1,354,0.0658,LLPS-,novel
P0DN82,OR12D1,320,0.0658,LLPS-,novel
Q9NVP2,ASF1B,202,0.0658,LLPS-,novel
Q9Y3N9,OR2W1,320,0.0658,LLPS-,novel
Q9HAV0,GNB4,340,0.0658,LLPS-,novel
Q8TAC1,RFESD,157,0.0658,LLPS-,novel
P09467,FBP1,338,0.0658,LLPS-,novel
Q9NYW2,TAS2R8,309,0.0657,LLPS-,novel
O96019,ACTL6A,429,0.0657,LLPS-,novel
P25106,ACKR3,362,0.0657,LLPS-,novel
Q9ULW2,FZD10,581,0.0657,LLPS-,novel
Q9H300,PARL,379,0.0657,LLPS-,novel
O95674,CDS2,445,0.0657,LLPS-,novel
Q9H6U8,ALG9,611,0.0657,LLPS-,novel
Q15532,SS18,418,0.0657,LLPS-,novel
Q6P2C8,MED27,311,0.0657,LLPS-,novel
A8K010,LINC00473,186,0.0657,LLPS-,novel
O95278,EPM2A,331,0.0657,LLPS-,novel
Q9Y274,ST3GAL6,331,0.0656,LLPS-,novel
Q9BXJ8,TMEM120A,343,0.0656,LLPS-,novel
O95377,GJB5,273,0.0656,LLPS-,novel
P18283,GPX2,190,0.0656,LLPS-,novel
Q9Y6E7,SIRT4,314,0.0656,LLPS-,novel
Q9NYZ1,TVP23B,205,0.0656,LLPS-,novel
P0CF51,TRGC1,173,0.0656,LLPS-,train
Q86XR7,TICAM2,235,0.0656,LLPS-,novel
P63302,SELENOW,87,0.0656,LLPS-,novel
O14807,MRAS,208,0.0656,LLPS-,novel
Q8TBJ4,PLPPR1,325,0.0656,LLPS-,novel
P54852,EMP3,163,0.0655,LLPS-,novel
P00491,PNP,289,0.0655,LLPS-,novel
P01859,IGHG2,395,0.0655,LLPS-,novel
P0DW28,RBM10,130,0.0655,LLPS-,novel
Q9P035,HACD3,362,0.0655,LLPS-,novel
Q9UJC5,SH3BGRL2,107,0.0655,LLPS-,novel
O14972,VPS26C,297,0.0655,LLPS-,novel
Q9H209,OR10A4,315,0.0654,LLPS-,novel
O95497,VNN1,513,0.0654,LLPS-,novel
Q9H9V9,JMJD4,417,0.0654,LLPS-,novel
Q9UBY8,CLN8,286,0.0654,LLPS-,novel
Q9Y6H6,KCNE3,103,0.0654,LLPS-,novel
A0A0U1RQF7,DPEP2NB,123,0.0654,LLPS-,novel
Q99766,DMAC2L,200,0.0654,LLPS-,novel
Q7LFX5,CHST15,561,0.0654,LLPS-,novel
Q6T310,RASL11A,242,0.0654,LLPS-,novel
Q9H1V8,SLC6A17,727,0.0654,LLPS-,novel
Q9NX46,ADPRS,363,0.0654,LLPS-,val
Q8NBQ7,AQP11,271,0.0654,LLPS-,novel
P30711,GSTT1,240,0.0653,LLPS-,novel
O75865,TRAPPC6A,159,0.0653,LLPS-,novel
Q8IWA5,SLC44A2,706,0.0653,LLPS-,novel
Q9UKL6,PCTP,214,0.0653,LLPS-,novel
Q9H3G5,CPVL,476,0.0653,LLPS-,novel
P63241,EIF5A,154,0.0653,LLPS-,novel
Q9BPW5,RASL11B,248,0.0653,LLPS-,novel
P45877,PPIC,212,0.0653,LLPS-,novel
Q96MP8,KCTD7,289,0.0653,LLPS-,novel
Q86VE9,SERINC5,423,0.0653,LLPS-,novel
P07098,LIPF,398,0.0652,LLPS-,novel
Q71UI9,H2AZ2,128,0.0652,LLPS-,novel
P35372,OPRM1,400,0.0652,LLPS-,novel
P31512,FMO4,558,0.0652,LLPS-,novel
O60704,TPST2,377,0.0652,LLPS-,novel
O43837,IDH3B,385,0.0652,LLPS-,novel
Q6UXB3,LYPD2,125,0.0652,LLPS-,novel
Q9BYS1,KRTAP1-5,174,0.0652,LLPS-,novel
Q96KC2,ARL5B,179,0.0652,LLPS-,novel
O75751,SLC22A3,556,0.0652,LLPS-,novel
Q86VW1,SLC22A16,577,0.0652,LLPS-,novel
Q9H6L2,TMEM231,316,0.0652,LLPS-,novel
Q9H227,GBA3,469,0.0651,LLPS-,novel
O60814,H2BC12,126,0.0651,LLPS-,novel
Q9UGM1,CHRNA9,479,0.0651,LLPS-,novel
P58173,OR2B6,313,0.0651,LLPS-,novel
Q15661,TPSAB1,275,0.0651,LLPS-,novel
Q5JQD4,PYY3,70,0.0651,LLPS-,novel
Q16612,NREP,68,0.0651,LLPS-,novel
Q4VC31,MIX23,144,0.0651,LLPS-,novel
Q96A08,H2BC1,127,0.065,LLPS-,novel
P01037,CST1,141,0.065,LLPS-,novel
A6NH00,OR2T8,312,0.065,LLPS-,novel
A0A075B6N1,TRBV19,114,0.065,LLPS-,novel
P21453,S1PR1,382,0.065,LLPS-,novel
Q9NXB9,ELOVL2,296,0.065,LLPS-,novel
Q9UQ03,CORO2B,480,0.065,LLPS-,novel
P03901,MT-ND4L,98,0.065,LLPS-,novel
U3KPV4,A3GALT2,340,0.065,LLPS-,novel
Q6UXT6,OR9H1,308,0.0649,LLPS-,novel
Q6B0K9,HBM,141,0.0649,LLPS-,novel
Q9NPA8,ENY2,101,0.0649,LLPS-,novel
Q9UNT1,RABL2B,228,0.0649,LLPS-,novel
O15160,POLR1C,346,0.0649,LLPS-,novel
Q6P1K1,SLC48A1,146,0.0649,LLPS-,novel
Q9HD42,CHMP1A,196,0.0649,LLPS-,novel
Q9H015,SLC22A4,551,0.0649,LLPS-,novel
O95221,OR5F1,314,0.0649,LLPS-,novel
P15088,CPA3,417,0.0649,LLPS-,novel
Q86WS3,OOSP2,158,0.0649,LLPS-,novel
Q9Y698,CACNG2,323,0.0649,LLPS-,novel
P23415,GLRA1,457,0.0648,LLPS-,novel
P10082,PYY,97,0.0648,LLPS-,novel
Q9BPZ2,SPIN2B,258,0.0648,LLPS-,novel
A0A075B6K6,IGLV4-3,122,0.0648,LLPS-,novel
Q8IY47,KBTBD2,623,0.0648,LLPS-,novel
P28065,PSMB9,219,0.0648,LLPS-,novel
O95455,TGDS,350,0.0648,LLPS-,novel
A0A1B0GUI7,BRD3OS,84,0.0648,LLPS-,novel
Q9NQQ7,SLC35H1,365,0.0648,LLPS-,novel
O76000,OR2B3,313,0.0648,LLPS-,novel
P16442,ABO,354,0.0648,LLPS-,train
Q9BXA6,TSSK6,273,0.0648,LLPS-,novel
Q9P2T1,GMPR2,348,0.0648,LLPS-,novel
Q9H8M1,COQ10B,238,0.0648,LLPS-,novel
Q9H2J7,SLC6A15,730,0.0647,LLPS-,novel
Q6UWW0,LCN15,184,0.0647,LLPS-,novel
Q8N9N8,EIF1AD,165,0.0647,LLPS-,novel
Q86UU9,TAC4,113,0.0647,LLPS-,novel
P33763,S100A5,92,0.0647,LLPS-,test
Q9NYL5,CYP39A1,469,0.0647,LLPS-,novel
Q9Y287,ITM2B,266,0.0647,LLPS-,novel
O43529,CHST10,356,0.0647,LLPS-,novel
Q7L211,ABHD13,337,0.0647,LLPS-,novel
O95925,EPPIN,133,0.0646,LLPS-,novel
O95847,SLC25A27,323,0.0646,LLPS-,novel
Q5MJ68,SPDYC,274,0.0646,LLPS-,novel
P37802,TAGLN2,199,0.0646,LLPS-,novel
Q9NUM4,TMEM106B,274,0.0646,LLPS-,novel
P35575,G6PC1,357,0.0645,LLPS-,novel
Q8IZS7,CLECL1,167,0.0645,LLPS-,novel
P01111,NRAS,189,0.0645,LLPS-,novel
P14406,COX7A2,83,0.0645,LLPS-,novel
P48039,MTNR1A,350,0.0645,LLPS-,novel
P61513,RPL37A,92,0.0645,LLPS-,novel
O95988,TCL1B,128,0.0645,LLPS-,novel
P48539,PCP4,62,0.0645,LLPS-,novel
Q6Q0C1,SLC25A47,308,0.0645,LLPS-,novel
Q5JVF3,PCID2,399,0.0645,LLPS-,novel
P51452,DUSP3,185,0.0645,LLPS-,novel
Q96IY4,CPB2,423,0.0644,LLPS-,novel
H3BR10,SMLR1,107,0.0644,LLPS-,novel
Q6UW15,REG3G,175,0.0644,LLPS-,novel
P13726,F3,295,0.0644,LLPS-,novel
P61583,ERVK-5,75,0.0644,LLPS-,novel
P22894,MMP8,467,0.0644,LLPS-,novel
Q96LK0,CEP19,163,0.0644,LLPS-,novel
P01715,IGLV3-1,115,0.0644,LLPS-,novel
Q8TBG9,SYNPR,265,0.0644,LLPS-,novel
P00480,OTC,354,0.0644,LLPS-,novel
Q8N5M9,JAGN1,183,0.0644,LLPS-,novel
Q8NH81,OR10G6,332,0.0644,LLPS-,novel
Q6QHC5,DEGS2,323,0.0644,LLPS-,novel
A4D1S5,RAB19,217,0.0643,LLPS-,novel
A0A0B4J1V0,IGHV3-15,119,0.0643,LLPS-,novel
P61916,NPC2,151,0.0643,LLPS-,novel
Q8NH95,OR13C6P,151,0.0643,LLPS-,novel
Q9BZ81,MAGEB5,275,0.0643,LLPS-,novel
Q8N7L0,FAM216B,139,0.0643,LLPS-,novel
Q9BRA0,NAA38,125,0.0643,LLPS-,novel
Q8IXY8,PPIL6,311,0.0643,LLPS-,novel
Q6NVV7,CDPF1,123,0.0642,LLPS-,novel
Q01629,IFITM2,132,0.0642,LLPS-,novel
P54920,NAPA,295,0.0642,LLPS-,novel
Q9Y271,CYSLTR1,337,0.0642,LLPS-,novel
A0A1B0GUX0,SPMIP1,176,0.0642,LLPS-,novel
P37288,AVPR1A,418,0.0642,LLPS-,novel
A6NC05,C5orf63,138,0.0642,LLPS-,novel
P56749,CLDN12,244,0.0642,LLPS-,novel
Q96GX2,ATXN7L3B,97,0.0642,LLPS-,novel
P04054,PLA2G1B,148,0.0642,LLPS-,novel
A0A087WV62,TRBV16,115,0.0642,LLPS-,novel
Q6P1A2,LPCAT3,487,0.0641,LLPS-,novel
Q8TDV0,GPR151,419,0.0641,LLPS-,novel
O75347,TBCA,108,0.0641,LLPS-,novel
O43704,SULT1B1,296,0.0641,LLPS-,novel
Q69YW2,STUM,141,0.0641,LLPS-,novel
P13236,CCL4,92,0.0641,LLPS-,novel
Q16602,CALCRL,461,0.0641,LLPS-,novel
A0A1B0GVK7,FAM240A,83,0.0641,LLPS-,novel
Q9Y6G3,MRPL42,142,0.0641,LLPS-,novel
Q9NYG5,ANAPC11,84,0.064,LLPS-,novel
P61568,ERVK11-1,191,0.064,LLPS-,novel
Q3LI70,KRTAP19-6,58,0.064,LLPS-,novel
Q96PG1,MS4A4E,132,0.064,LLPS-,novel
O96007,MOCS2,188,0.064,LLPS-,novel
Q8NFB2,TMEM185A,350,0.0639,LLPS-,novel
Q0VDE8,ADIG,80,0.0639,LLPS-,novel
Q6P6B7,ANKRD16,361,0.0639,LLPS-,novel
Q5TGP6,MROH9,573,0.0639,LLPS-,novel
Q1L6U9,MSMP,139,0.0639,LLPS-,novel
Q8TDU5,VN1R17P,208,0.0639,LLPS-,novel
P0C617,OR5AL1,329,0.0639,LLPS-,novel
P61582,ERVK-7,75,0.0639,LLPS-,novel
O15466,ST8SIA5,376,0.0639,LLPS-,novel
Q9Y2V0,CDIN1,281,0.0639,LLPS-,novel
P04440,HLA-DPB1,258,0.0639,LLPS-,novel
Q1T7F1,,81,0.0639,LLPS-,novel
Q9UKA8,RCAN3,241,0.0639,LLPS-,novel
Q14019,COTL1,142,0.0638,LLPS-,novel
P0C7P0,CISD3,127,0.0638,LLPS-,novel
Q5VTY9,HHAT,493,0.0638,LLPS-,novel
P00492,HPRT1,218,0.0638,LLPS-,novel
O14949,UQCRQ,82,0.0638,LLPS-,novel
P32969,RPL9,192,0.0638,LLPS-,novel
Q8IXV7,KLHDC8B,354,0.0638,LLPS-,novel
Q9UHA4,LAMTOR3,124,0.0638,LLPS-,novel
P47224,RABIF,123,0.0638,LLPS-,novel
Q9H306,MMP27,513,0.0638,LLPS-,novel
Q8NBI5,SLC43A3,491,0.0638,LLPS-,novel
Q8WVC6,DCAKD,231,0.0638,LLPS-,novel
P31150,GDI1,447,0.0638,LLPS-,novel
O14880,MGST3,152,0.0638,LLPS-,novel
A0A0B4J1U6,TRBV9,114,0.0638,LLPS-,novel
Q9UBQ5,EIF3K,218,0.0638,LLPS-,novel
Q14802,FXYD3,87,0.0637,LLPS-,novel
P60033,CD81,236,0.0637,LLPS-,test
Q9BT67,NDFIP1,221,0.0637,LLPS-,novel
P29275,ADORA2B,332,0.0637,LLPS-,novel
P0DN81,OR13C7,318,0.0637,LLPS-,novel
P48066,SLC6A11,632,0.0637,LLPS-,novel
P51159,RAB27A,221,0.0637,LLPS-,novel
P31943,HNRNPH1,449,0.0637,LLPS-,novel
P62875,POLR2L,67,0.0636,LLPS-,novel
Q8N6N6,NATD1,113,0.0636,LLPS-,novel
Q9P2U8,SLC17A6,582,0.0636,LLPS-,novel
A0A0B4J1U4,TRGV5,118,0.0636,LLPS-,novel
P04839,CYBB,570,0.0636,LLPS-,novel
Q9UKJ5,CHIC2,165,0.0636,LLPS-,novel
Q9Y2Y0,ARL2BP,163,0.0636,LLPS-,novel
P03891,MT-ND2,347,0.0636,LLPS-,novel
Q9BX74,TM2D1,207,0.0636,LLPS-,novel
Q9UKK9,NUDT5,219,0.0636,LLPS-,novel
Q86YW7,GPHB5,130,0.0636,LLPS-,novel
P30518,AVPR2,371,0.0636,LLPS-,novel
A0A087WT01,TRAV27,109,0.0636,LLPS-,novel
Q8IYP2,PRSS58,241,0.0635,LLPS-,novel
Q96P68,OXGR1,337,0.0635,LLPS-,novel
Q9BQJ4,TMEM47,181,0.0635,LLPS-,novel
Q86YT5,SLC13A5,568,0.0635,LLPS-,novel
P08842,STS,583,0.0635,LLPS-,novel
Q2WGJ8,CATSPERQ,235,0.0635,LLPS-,novel
P38405,GNAL,381,0.0635,LLPS-,novel
P58876,H2BC5,126,0.0635,LLPS-,novel
Q96R72,OR4K3,315,0.0635,LLPS-,novel
P09917,ALOX5,674,0.0635,LLPS-,novel
Q3ZAQ7,VMA21,101,0.0635,LLPS-,novel
P02679,FGG,453,0.0635,LLPS-,novel
Q9Y3C8,UFC1,167,0.0635,LLPS-,novel
Q9BX46,RBM24,236,0.0634,LLPS-,novel
Q8NBL1,POGLUT1,392,0.0634,LLPS-,novel
P0DI80,ERLN,62,0.0634,LLPS-,novel
Q96MV1,TLCD4,263,0.0634,LLPS-,novel
Q6ZSB3,LINC00299,139,0.0634,LLPS-,novel
Q8N690,DEFB119,84,0.0634,LLPS-,novel
Q03154,ACY1,408,0.0633,LLPS-,novel
Q96HD9,ACY3,319,0.0633,LLPS-,novel
P48775,TDO2,406,0.0633,LLPS-,novel
Q96IK0,TMEM101,257,0.0633,LLPS-,novel
Q6X4T0,C12orf54,127,0.0633,LLPS-,novel
Q6ZVQ6,,151,0.0633,LLPS-,novel
Q14847,LASP1,261,0.0633,LLPS-,novel
O00767,SCD,359,0.0633,LLPS-,novel
Q96B49,TOMM6,74,0.0633,LLPS-,novel
P25024,CXCR1,350,0.0633,LLPS-,novel
P55061,TMBIM6,237,0.0633,LLPS-,novel
A0A075B6R0,TRGV2,118,0.0633,LLPS-,novel
P32119,PRDX2,198,0.0633,LLPS-,novel
A0A0B4J2F0,PIGBOS1,54,0.0633,LLPS-,novel
P50148,GNAQ,359,0.0633,LLPS-,novel
Q9H7F4,TMEM185B,350,0.0633,LLPS-,novel
Q86WA6,BPHL,291,0.0633,LLPS-,novel
Q6DWJ6,GPR139,353,0.0632,LLPS-,novel
A0A5B6,TRBV28,114,0.0632,LLPS-,novel
B2RUZ4,SMIM1,78,0.0632,LLPS-,novel
Q9Y585,OR1A2,309,0.0632,LLPS-,novel
Q9UBK7,RABL2A,228,0.0632,LLPS-,novel
A0A1B0GVH4,PRSS51,220,0.0632,LLPS-,novel
Q8TF09,DYNLRB2,96,0.0632,LLPS-,novel
Q9NTJ5,SACM1L,587,0.0632,LLPS-,novel
P68133,ACTA1,377,0.0632,LLPS-,novel
O15162,PLSCR1,318,0.0632,LLPS-,novel
Q9ULV4,CORO1C,474,0.0631,LLPS-,novel
Q9HAE3,CLXN,211,0.0631,LLPS-,novel
Q8N9A8,CNEP1R1,125,0.0631,LLPS-,novel
P01903,HLA-DRA,254,0.0631,LLPS-,novel
A0A804HLA8,GNG5B,68,0.0631,LLPS-,novel
Q5TBB1,RNASEH2B,312,0.0631,LLPS-,novel
Q5H943,CT83,113,0.0631,LLPS-,novel
Q9H340,OR51B6,312,0.0631,LLPS-,novel
Q03135,CAV1,178,0.0631,LLPS-,novel
P23416,GLRA2,452,0.0631,LLPS-,novel
Q9UBS8,RNF14,474,0.0631,LLPS-,novel
P02749,APOH,345,0.0631,LLPS-,novel
O00462,MANBA,879,0.0631,LLPS-,novel
Q9Y6I0,ERVK-6,156,0.0631,LLPS-,novel
Q9UBM7,DHCR7,475,0.0631,LLPS-,novel
Q86T26,TMPRSS11B,416,0.063,LLPS-,novel
Q6ZRR5,TLCD5,245,0.063,LLPS-,novel
Q53GQ0,HSD17B12,312,0.063,LLPS-,novel
P61313,RPL15,204,0.063,LLPS-,novel
P51684,CCR6,374,0.063,LLPS-,novel
P01034,CST3,146,0.063,LLPS-,novel
A6NDX4,,124,0.063,LLPS-,novel
Q7Z4B0,LINC00305,112,0.063,LLPS-,novel
O95167,NDUFA3,84,0.063,LLPS-,novel
Q99735,MGST2,147,0.063,LLPS-,novel
Q8WWM9,CYGB,190,0.063,LLPS-,novel
P48509,CD151,253,0.063,LLPS-,novel
P28223,HTR2A,471,0.063,LLPS-,novel
P82970,HMGN5,282,0.063,LLPS-,novel
Q9UBI6,GNG12,72,0.063,LLPS-,novel
P41231,P2RY2,377,0.063,LLPS-,novel
Q15008,PSMD6,389,0.063,LLPS-,novel
P23560,BDNF,247,0.0629,LLPS-,novel
P58180,OR4D2,307,0.0629,LLPS-,novel
A6NGH8,ANKRD61,418,0.0629,LLPS-,novel
Q6UWM7,LCTL,567,0.0629,LLPS-,novel
P20645,M6PR,277,0.0629,LLPS-,novel
Q9UNP4,ST3GAL5,418,0.0629,LLPS-,novel
Q8NG84,OR2AK2,335,0.0629,LLPS-,novel
E9PQ53,NDUFC2-KCTD14,114,0.0629,LLPS-,novel
P13765,HLA-DOB,273,0.0628,LLPS-,novel
A0A1B0GUW7,SMIM27,55,0.0628,LLPS-,novel
P61758,VBP1,197,0.0628,LLPS-,novel
Q9C0K3,ACTR3C,210,0.0628,LLPS-,novel
P47890,OR1G1,313,0.0628,LLPS-,novel
P60893,GPR85,370,0.0628,LLPS-,novel
P15421,GYPE,78,0.0628,LLPS-,novel
Q5GH70,XKR9,373,0.0628,LLPS-,novel
P02743,APCS,223,0.0628,LLPS-,novel
Q9H3Y0,R3HDML,253,0.0627,LLPS-,novel
P29033,GJB2,226,0.0627,LLPS-,novel
Q9ULW5,RAB26,256,0.0627,LLPS-,novel
P59666,DEFA3,94,0.0627,LLPS-,novel
P12236,SLC25A6,298,0.0627,LLPS-,novel
P35218,CA5A,305,0.0627,LLPS-,novel
Q9H3V2,MS4A5,200,0.0627,LLPS-,novel
Q9BXY4,RSPO3,272,0.0627,LLPS-,novel
P25089,FPR3,353,0.0626,LLPS-,novel
Q86TG1,TMEM150A,271,0.0626,LLPS-,novel
Q5VXJ0,LIPK,399,0.0626,LLPS-,novel
A4D1Z8,GRIFIN,144,0.0626,LLPS-,novel
P60014,KRTAP10-10,251,0.0626,LLPS-,novel
Q7Z4J2,GLT6D1,276,0.0626,LLPS-,novel
O95059,RPP14,124,0.0626,LLPS-,novel
Q9UNN8,PROCR,238,0.0626,LLPS-,novel
Q5QNW6,H2BC18,126,0.0626,LLPS-,novel
Q5JNZ5,RPS26P11,115,0.0626,LLPS-,novel
P26998,CRYBB3,211,0.0626,LLPS-,novel
O60931,CTNS,367,0.0626,LLPS-,novel
P55212,CASP6,293,0.0626,LLPS-,novel
Q92748,THRSP,146,0.0625,LLPS-,novel
P61604,HSPE1,102,0.0625,LLPS-,novel
H3BRN8,PIERCE2,121,0.0625,LLPS-,novel
Q9H628,RERGL,205,0.0625,LLPS-,novel
P46663,BDKRB1,353,0.0625,LLPS-,novel
A0A1B0GU71,CFAP97D2,98,0.0625,LLPS-,novel
Q6UW32,IGFL1,110,0.0625,LLPS-,novel
O94777,DPM2,84,0.0625,LLPS-,novel
Q15760,GPR19,415,0.0625,LLPS-,novel
P57730,CARD18,90,0.0625,LLPS-,novel
O15121,DEGS1,323,0.0625,LLPS-,novel
P56381,ATP5F1E,51,0.0625,LLPS-,novel
Q8IWF7,UBE2DNL,75,0.0625,LLPS-,novel
Q16661,GUCA2B,112,0.0624,LLPS-,novel
Q30KP9,DEFB135,77,0.0624,LLPS-,novel
P10114,RAP2A,183,0.0624,LLPS-,novel
A8MZH6,OOSP1,123,0.0624,LLPS-,novel
P19087,GNAT2,354,0.0624,LLPS-,novel
Q04760,GLO1,184,0.0624,LLPS-,novel
O75594,PGLYRP1,196,0.0624,LLPS-,novel
Q9HD34,LYRM4,91,0.0624,LLPS-,novel
Q9GZK6,OR2J1,312,0.0624,LLPS-,novel
A0A1B0GX56,TRDV1,115,0.0623,LLPS-,novel
Q9NRV9,HEBP1,189,0.0623,LLPS-,novel
Q8IW03,SIAH3,269,0.0623,LLPS-,novel
Q8N4F7,RNF175,328,0.0623,LLPS-,novel
Q6UX40,TMEM107,140,0.0623,LLPS-,novel
Q8N4H5,TOMM5,51,0.0623,LLPS-,novel
P01706,IGLV2-11,119,0.0623,LLPS-,novel
P32302,CXCR5,372,0.0622,LLPS-,novel
Q99217,AMELX,191,0.0622,LLPS-,novel
P48029,SLC6A8,635,0.0622,LLPS-,novel
Q8TAA1,RNASE11,199,0.0622,LLPS-,novel
Q96LB2,MRGPRX1,322,0.0622,LLPS-,novel
P01135,TGFA,160,0.0622,LLPS-,novel
O95992,CH25H,272,0.0622,LLPS-,novel
P05814,CSN2,226,0.0622,LLPS-,novel
Q8N7R0,NANOGP1,232,0.0622,LLPS-,novel
Q6ZYL4,GTF2H5,71,0.0621,LLPS-,novel
Q9BYR7,KRTAP3-2,98,0.0621,LLPS-,novel
A0A075B6T6,TRAV12-2,113,0.0621,LLPS-,novel
P58546,MTPN,118,0.0621,LLPS-,novel
P19256,CD58,250,0.0621,LLPS-,novel
Q6BDI9,REP15,236,0.0621,LLPS-,novel
P0DP74,DEFB130A,79,0.062,LLPS-,novel
Q8N292,GAPT,157,0.062,LLPS-,novel
P0DP73,DEFB130B,79,0.062,LLPS-,novel
A0A0A0MRZ9,IGLV5-52,124,0.062,LLPS-,novel
A8MWL6,,223,0.062,LLPS-,novel
Q8NHC7,OR14C36,312,0.062,LLPS-,novel
P56851,EDDM3B,147,0.062,LLPS-,novel
Q8IWX5,SGPP2,399,0.062,LLPS-,novel
Q8IXU6,SLC35F2,374,0.062,LLPS-,novel
Q6PF18,MORN3,240,0.062,LLPS-,novel
Q5JWF8,ACTL10,245,0.0619,LLPS-,novel
P23280,CA6,308,0.0619,LLPS-,novel
Q9H3Z4,DNAJC5,198,0.0619,LLPS-,novel
Q5W0Z9,ZDHHC20,365,0.0619,LLPS-,novel
Q93079,H2BC9,126,0.0619,LLPS-,novel
P61106,RAB14,215,0.0619,LLPS-,novel
P0C7T2,OR2T7,308,0.0619,LLPS-,novel
Q99471,PFDN5,154,0.0619,LLPS-,novel
Q9BS18,ANAPC13,74,0.0618,LLPS-,novel
Q8NA56,TTC29,475,0.0618,LLPS-,novel
P29371,TACR3,465,0.0618,LLPS-,novel
A6ND01,IZUMO1R,250,0.0618,LLPS-,train
Q6UXS0,CLEC19A,186,0.0618,LLPS-,novel
Q96FJ2,DYNLL2,89,0.0618,LLPS-,novel
Q9ULC4,MCTS1,181,0.0618,LLPS-,novel
Q8NAT1,POMGNT2,580,0.0617,LLPS-,novel
P51685,CCR8,355,0.0617,LLPS-,novel
Q92561,PHYHIP,330,0.0617,LLPS-,novel
Q3ZCW2,LGALSL,172,0.0617,LLPS-,novel
Q8TD47,RPS4Y2,263,0.0617,LLPS-,novel
Q9NX45,SOHLH2,425,0.0617,LLPS-,novel
Q8IVM8,SLC22A9,553,0.0617,LLPS-,novel
P09471,GNAO1,354,0.0617,LLPS-,novel
P0DP04,IGHV3-43D,118,0.0617,LLPS-,novel
Q8N4Q0,PTGR3,377,0.0617,LLPS-,novel
Q5VZF2,MBNL2,373,0.0617,LLPS-,novel
O43674,NDUFB5,189,0.0617,LLPS-,novel
Q5SRR4,LY6G5C,150,0.0617,LLPS-,novel
O00219,HAS3,553,0.0616,LLPS-,novel
G3V211,LINC01619,115,0.0616,LLPS-,novel
Q6URK8,SPMIP8,216,0.0616,LLPS-,novel
P53803,POLR2K,58,0.0616,LLPS-,novel
Q6ZPD8,DGAT2L6,337,0.0616,LLPS-,novel
P01602,IGKV1-5,117,0.0616,LLPS-,novel
P50053,KHK,298,0.0616,LLPS-,novel
Q8WWV3,RTN4IP1,396,0.0616,LLPS-,novel
Q5HYJ1,TECRL,363,0.0616,LLPS-,novel
P0DTL4,LY6S,134,0.0616,LLPS-,novel
Q9P0T7,TMEM9,183,0.0616,LLPS-,novel
Q12974,PTP4A2,167,0.0616,LLPS-,novel
Q9HD45,TM9SF3,589,0.0616,LLPS-,novel
Q969V1,MCHR2,340,0.0616,LLPS-,novel
Q8N8X9,MAB21L3,362,0.0615,LLPS-,novel
Q9NX18,SDHAF2,166,0.0615,LLPS-,novel
Q8NBD8,TMEM229B,167,0.0615,LLPS-,novel
Q96L11,LLCFC1,122,0.0615,LLPS-,novel
P61769,B2M,119,0.0615,LLPS-,novel
Q7Z5A7,TAFA5,132,0.0615,LLPS-,novel
A0A087WSZ0,IGKV1D-8,117,0.0615,LLPS-,novel
Q9Y6I7,WSB1,421,0.0615,LLPS-,novel
P55273,CDKN2D,166,0.0615,LLPS-,novel
Q13241,KLRD1,179,0.0614,LLPS-,novel
Q9BXC0,HCAR1,346,0.0614,LLPS-,novel
P59665,DEFA1,94,0.0614,LLPS-,novel
Q02742,GCNT1,428,0.0614,LLPS-,novel
Q8N349,OR2L13,312,0.0614,LLPS-,novel
Q6ZNF0,ACP7,438,0.0614,LLPS-,novel
A8MTJ3,GNAT3,354,0.0614,LLPS-,novel
Q6UWM5,GLIPR1L1,242,0.0614,LLPS-,novel
Q9H115,NAPB,298,0.0614,LLPS-,novel
P00738,HP,406,0.0614,LLPS-,novel
P48651,PTDSS1,473,0.0614,LLPS-,novel
Q8N9U9,SPANXA2-OT1,137,0.0613,LLPS-,novel
Q03403,TFF2,129,0.0613,LLPS-,novel
P48061,CXCL12,93,0.0613,LLPS-,novel
O14925,TIMM23,209,0.0613,LLPS-,novel
Q9H1N7,SLC35B3,401,0.0613,LLPS-,novel
O95298,NDUFC2,119,0.0613,LLPS-,novel
Q99877,H2BC15,126,0.0613,LLPS-,novel
A6NFZ4,FAM24A,105,0.0613,LLPS-,novel
P60006,ANAPC15,121,0.0613,LLPS-,novel
Q9BPX5,ARPC5L,153,0.0613,LLPS-,novel
Q9UDW1,UQCR10,63,0.0613,LLPS-,novel
O43813,LANCL1,399,0.0613,LLPS-,novel
Q9BYD1,MRPL13,178,0.0612,LLPS-,novel
O14494,PLPP1,284,0.0612,LLPS-,novel
P43251,BTD,523,0.0612,LLPS-,novel
P02008,HBZ,142,0.0612,LLPS-,novel
Q8N4T0,CPA6,437,0.0612,LLPS-,novel
P0C2S0,CTXN2,81,0.0612,LLPS-,novel
Q8WUS8,SDR42E1,393,0.0612,LLPS-,novel
Q9NRJ1,C8orf17,99,0.0612,LLPS-,novel
Q9UGI8,TES,421,0.0612,LLPS-,novel
P51164,ATP4B,291,0.0612,LLPS-,novel
